PRSM,FICO,TotalAmtOwed,Volume,Stress,Num_Delinquent,Num_CreditLines,WomanOwned,CorpStructure,NAICS,Months
0.8919254666413519,682,138562.077,49226.45006288641,0.23456576160273593,4,11,1,Corp,445240,16
0.862280219873665,703,42363.814,18126.993681678156,0.19475473403521948,4,12,0,Partner,459910,22
0.6464782868640373,610,24874.904,4755.308537371864,0.43591465209370195,5,8,1,Sole,445230,27
0.5254002993446718,701,87114.784,59206.40690687337,0.12261452286324366,4,9,0,Corp,722511,19
1.1390764041913854,638,270049.133,142721.52670942462,0.157678347026683,4,12,1,Partner,458310,20
0.9068057826370616,673,97517.827,32098.635016895307,0.2531723102573025,4,10,1,Sole,445291,19
0.966121583245641,681,252829.351,78083.83764553677,0.26982680691204003,4,8,0,LLC,459210,22
0.7617978426953538,677,93795.977,16477.48699287619,0.4743642898972366,4,8,1,Sole,459910,14
0.7751017823070613,660,138322.849,37712.415706038264,0.30565276361990573,4,8,0,Partner,722513,27
1.0964702944186238,839,16034.769,6303.418275244231,0.2119850994575204,3,11,1,LLC,458310,20
1.00507022279203,850,58998.617,120429.8292884975,0.040825030191554514,3,10,1,Partner,722410,26
0.7329660318027877,702,150191.579,199446.35149065862,0.06275354160716683,4,9,1,Corp,459210,17
0.8535046917862044,717,113163.56,20508.073858346404,0.4598333676679593,4,12,0,LLC,458210,10
0.4696818065490333,664,408771.294,582133.9725104787,0.058516211230717735,4,9,0,Sole,445292,20
0.876760593901453,687,392923.45,221392.53662027963,0.14789848534728794,4,9,0,Corp,445230,15
0.40113267408727804,702,48215.129,66154.53581194948,0.06073547894112666,4,11,0,Corp,445110,21
0.4617194379094639,714,60123.486,33263.345008959644,0.15062497468761646,4,11,0,Partner,459910,12
0.6727989328462949,740,92752.701,30272.206257281505,0.25532964741018227,4,12,0,Sole,722514,18
0.4354272538284688,729,84475.843,38561.10772004681,0.1825583858856217,4,12,0,Sole,458210,22
1.0567171860448556,691,291526.739,98345.20674975928,0.24702673083481144,4,11,1,LLC,459910,15
1.1391555777218607,690,239234.99,83684.69672266519,0.23823052418695237,4,12,1,LLC,445110,21
0.8892726030749148,705,272085.807,219455.82452371102,0.10331836623251807,4,11,1,Corp,444240,17
0.3800215985386876,611,33628.067,55445.87542208024,0.05054188242739315,5,9,0,Corp,722513,15
0.6570566760282519,840,44150.681,26178.124702473975,0.14054572122650785,3,12,0,Corp,459210,24
0.9552210918707513,738,81939.901,37846.620987699076,0.18042099677941337,4,8,1,Corp,459310,21
1.2561721499855345,708,746618.765,137259.5616385413,0.45328886143838837,4,9,0,LLC,444240,22
0.7293756609980848,730,209568.925,60868.03754633893,0.2869170386845133,4,9,0,Partner,722514,19
0.43393753758977727,848,80560.655,64369.00607852723,0.10429534842400148,3,9,0,Partner,445250,17
0.7240841495489968,716,649315.073,254738.78080551073,0.21241206087885978,4,9,0,Sole,459910,20
0.8947109464173463,704,212416.189,120082.09640652528,0.1474103934978557,4,10,0,LLC,458310,23
0.9485731792765649,736,242280.181,32515.247241977744,0.6209399219104715,4,10,1,Corp,445131,14
1.20338799283386,745,348522.074,75225.1580039693,0.3860876724929467,4,10,1,Corp,444140,20
0.987053669696507,674,39102.322,15039.62352675209,0.2166627926249052,4,8,0,LLC,458210,19
0.4722724305237256,702,474398.041,577594.0579877701,0.06844455814012271,4,8,0,Sole,445250,15
0.5602505063403191,604,263732.68,118530.80169187422,0.18541782405610774,5,8,0,Partner,444240,21
0.6745228555996174,641,56443.761,22917.06289229603,0.2052464913198459,4,8,0,Corp,459910,20
0.6008031459633892,542,255547.159,115363.83607276648,0.1845950802979627,6,9,0,Corp,722514,29
0.6092062856378099,672,301268.95,294347.77296978096,0.08529280034984603,4,11,0,Corp,459910,16
0.8566455365667149,768,151232.489,22242.48878923398,0.5666050924466127,4,10,0,LLC,722330,19
1.0010671331220822,829,17752.726,4542.545836198277,0.3256750480192093,3,13,1,Sole,445292,13
0.8764495063662512,850,88412.668,40206.836667619915,0.18324551106172546,3,13,1,Corp,459910,16
0.6198382691109185,753,77693.333,191183.41127677955,0.03386509516400197,4,10,1,Sole,722511,18
0.9790506911012017,688,359055.573,211835.26033798378,0.14124795703161258,4,9,0,Partner,459210,20
1.1346934752410114,848,145282.261,93392.1226820997,0.1296346494290983,3,9,1,LLC,444140,16
0.7576253614871048,673,53800.982,11042.540967842477,0.4060129982513118,4,8,1,Corp,444240,17
0.7392620390026627,777,181384.787,73495.18787270083,0.20566515106877023,4,9,1,Sole,444240,21
0.7125867000043145,720,551775.26,415687.0435479733,0.11061511870614772,4,12,0,Partner,722511,13
1.0127429464389206,797,248808.724,117312.52432821722,0.17674208659361498,4,9,1,Corp,459910,14
0.6647509921792525,757,79322.589,30214.53068036286,0.21877605248709478,4,10,1,Sole,444240,16
0.46753020386268873,623,47916.591,19338.95405430822,0.2064770017440758,5,9,0,Partner,722330,18
1.0503011192836793,652,343044.687,97228.7142487228,0.29401867000802717,4,11,1,Partner,441120,22
0.6089247823304016,653,305569.518,178276.2412490582,0.14283522202168103,4,9,0,Partner,445230,14
0.7801820300442048,707,496946.512,207935.28327541315,0.19915912624834473,4,10,0,Sole,445131,12
0.9009193817961998,645,504073.735,222908.4924016474,0.18844568966733044,4,10,0,LLC,444140,19
0.8478375287315644,702,20599.337,8140.691282504463,0.21086801563841584,4,10,1,Corp,445240,21
0.8004530791205242,712,110326.954,55103.607241887694,0.1668477490588759,4,9,1,Corp,459210,14
0.95409444288336,718,190918.336,71764.62140878596,0.22169505002621712,4,11,1,Partner,722514,23
