PRSM,FICO,TotalAmtOwed,Volume,Stress,Num_Delinquent,Num_CreditLines,WomanOwned,CorpStructure,NAICS,Months
0.8256126769529764,705,340443.573,132714.7296944989,0.21376902032884118,4,10,0,Partner,459210,18
0.39951159196332725,617,141365.318,192366.23567601026,0.06123966155114502,5,11,0,Sole,445110,13
0.6829669065060192,834,100272.863,74359.4564572592,0.1123740316938656,3,10,1,Sole,445250,17
0.7874128275841935,686,127454,60468.592627525395,0.1756476578195057,4,12,0,LLC,722511,19
0.9692446126684843,705,269272.732,196808.42681576835,0.11401643057864981,4,12,1,Partner,722511,17
1.1366548465832256,767,575193.275,122517.08251257415,0.391233385040386,4,12,1,Sole,445230,14
1.0343925742617965,850,26334.917,15219.715192345368,0.14419300157275028,3,13,1,Partner,444140,16
0.6997634321381568,710,262867.944,80515.86907571284,0.2720663920226842,4,11,0,Partner,444140,13
1.1642479996929687,734,72207.316,21455.39066392417,0.2804552211417427,4,11,1,Partner,459910,17
0.42587209305977874,527,131098.31,55876.40499381358,0.1955182901955884,6,9,0,Corp,722513,15
1.1194991665182783,733,200588.802,167224.9696973673,0.09995955466609459,4,9,1,LLC,445292,23
0.577786492098435,664,113318.455,47590.193184187185,0.1984275320502593,4,8,0,Partner,445292,16
0.5453928034860945,662,32730.313,19128.220412591043,0.14259173224174868,4,11,0,Partner,458310,19
0.5753848668392072,624,126467.024,29403.693327142504,0.35842159518573835,5,10,0,Sole,722513,20
0.6517635255152325,700,229804.513,105518.89716602826,0.1814876443714272,4,11,1,Sole,445292,9
0.5112813675880364,661,234869.615,32883.14252327117,0.5952128177170222,4,11,0,Sole,722513,17
0.9552270762113447,709,860849.554,305319.80610808905,0.23495843177607975,4,11,0,Corp,459210,19
0.4753585941084552,680,41992.723,22695.473794950463,0.15418905174440184,4,9,0,Corp,444140,15
0.6782662357059747,679,36918.192,91977.68457653589,0.033448504538511066,4,10,1,Sole,445230,19
0.9146208603549983,669,218049.686,112264.12958436007,0.16185764085056523,4,9,1,Partner,722511,20
0.4744813124117174,644,160227.291,58416.36564174986,0.22857077983737495,4,10,0,Sole,722511,8
1.1402759159695168,712,109564.837,33140.68761413835,0.2755043344193666,4,8,1,LLC,445240,17
0.8240757773943865,758,347370.722,350901.0433118335,0.08249493901031801,4,12,1,Corp,445320,20
1.2107705195967817,676,628327.582,364009.58330421586,0.14384410255917268,4,12,1,LLC,459910,12
0.5702575857829185,508,602166.116,915352.733224216,0.05482095354641273,7,9,0,Corp,459210,19
0.4416295341606925,668,244394.766,179648.53020431515,0.11336708670445224,4,9,0,Corp,722410,20
0.8730799210213012,753,230090.625,36212.2690093484,0.529495093087099,4,11,1,Sole,445240,15
1.09928153176052,782,178910.16,143647.65884430215,0.10378992682477248,4,13,1,LLC,445240,22
0.9081326890709812,739,200603.479,94220.2089816274,0.1774243207908091,4,11,1,Sole,722511,24
1.0936965298614694,835,296505.487,157753.70505531353,0.15662890817473754,3,10,1,Corp,445240,24
0.9121678675000608,711,285755.141,55227.128267902386,0.43118172469790667,4,11,1,Corp,444140,16
0.6172952132134893,657,351196.899,82872.28102522746,0.3531507506242153,4,12,0,Corp,459910,107
0.3151660661098822,664,40865.682,13281.666516341538,0.2564040812054694,4,9,0,Sole,445320,19
0.6347375814619503,721,296435.863,65362.91858627237,0.3779358253522281,4,8,0,Sole,445240,14
0.839802436792606,702,122614.687,21865.20695898043,0.4673127769841055,4,11,0,LLC,444240,21
0.5663163912920437,844,21671.445,10858.733894701772,0.1663134733305479,3,13,0,Sole,445291,16
