PRSM,FICO,TotalAmtOwed,Volume,Stress,Num_Delinquent,Num_CreditLines,WomanOwned,CorpStructure,NAICS,Months
1.014170999716565,713,335080.511,76348.65889367848,0.36573498894790235,4,12,1,Sole,722514,16
0.9650496994824532,659,306412.072,74716.36414754158,0.3417502929199145,4,8,0,LLC,444240,13
1.106877895322328,755,263512.974,158505.139009098,0.13854071001912155,4,13,1,LLC,722330,12
0.5972952828897321,689,92047.714,40741.92423805376,0.1882739457398726,4,12,0,Corp,444140,22
1.1997906998653598,844,105209.852,69101.5716003715,0.1268782672175799,3,13,1,LLC,444240,19
0.5179884799976018,514,72134.546,21750.867590205045,0.2763665468394311,6,11,0,Partner,445131,15
0.7371348618422541,762,25266.53,8086.789731186654,0.2603683583544467,4,10,1,Corp,459910,18
0.767317759098282,784,100147.055,27006.471433432598,0.3090217815843674,4,9,1,Corp,445240,15
0.9845826708141266,633,432555.403,120025.57927844947,0.30032167976218566,4,9,0,LLC,445110,23
0.9934252810842235,749,134290.418,130085.20098106141,0.08602721971652949,4,10,1,Partner,722513,21
0.6892779916869689,634,241683.771,372778.53945510706,0.054027558237229094,4,11,0,Partner,444240,24
0.7254459413726531,717,340046.692,230111.66234681496,0.12314553745052964,4,9,1,Sole,445250,14
1.4545143552756854,847,167393.541,36681.084964152244,0.3802903257532474,3,10,1,Partner,444140,28
0.6754531262741698,698,89948.945,74651.22301938961,0.10041021584763256,4,11,1,Sole,458210,15
1.173717040428527,695,16315.701,3894.399228032187,0.34912747008914585,4,10,1,LLC,459910,25
0.7144944979663659,651,112354.9,36524.54150885346,0.2563456773595306,4,10,0,LLC,459310,16
1.027883557001408,700,23772.986,7507.073455255711,0.2638954019132061,4,10,1,Corp,445110,23
0.4818595358083528,743,300366.692,112897.46850789664,0.22171053078055417,4,10,0,Sole,459910,19
0.7948504394079047,711,129576.271,30741.0668925362,0.351257248848284,4,12,0,Partner,458310,24
0.6137836136552629,716,295084.066,119839.1175608957,0.20519459199820847,4,11,0,Sole,445291,12
1.0286508530638891,699,143608.442,33445.05327639782,0.35782182996586953,4,12,1,Partner,458210,18
0.852124932540352,690,181680.705,112783.29282192963,0.13424026175494105,4,10,1,Corp,459210,15
0.4420548755147969,656,67425.372,49429.40988345673,0.11367283188789434,4,9,0,Corp,722330,20
0.6860830568171964,721,59258.77,16697.08457050306,0.29575407685585864,4,12,1,Sole,445250,16
0.35588932180670646,648,17546.472,13183.12673496262,0.11091496193555679,4,8,0,Sole,445292,20
0.887271670325254,783,61821.697,43317.352757779256,0.11893173879163549,4,12,1,LLC,445250,21
1.051125696889948,692,704063.938,1593456.5888365447,0.036820579389723086,4,10,1,Sole,445110,23
0.8318337040637501,696,19527.348,12600.517124687649,0.12914382670944058,4,10,1,Partner,722410,9
1.1777095603585677,746,234317.641,75214.6848765277,0.2596098104431064,4,13,1,Sole,445250,14
1.1822878630967022,840,116277.621,81873.16811354265,0.11835137167969453,3,12,1,Partner,722330,15
0.9192776472198771,722,348537.965,118339.04328195238,0.24543742801321283,4,9,0,Corp,722511,17
1.30213133111403,702,416183.843,146832.3774535382,0.23620122154353182,4,12,1,Partner,445131,23
0.8586738458335941,693,22443.841,8386.135698699836,0.22302525865677356,4,12,1,Partner,459310,17
0.559606536252802,708,215576.305,70168.67915296125,0.25602152271060935,4,8,0,Sole,459310,19
1.019866777251784,538,729659.16,582490.0571718548,0.104387927744594,6,11,0,LLC,459910,23
0.9524977843157489,769,523762.335,437873.0833802984,0.09967925160654861,4,12,0,Partner,444240,23
0.9961811950825028,631,529259.385,330051.30496401776,0.13363058435659975,4,8,0,LLC,458310,24
0.42209121862126325,644,203158.981,50015.371739071445,0.33849423676497187,4,8,0,Sole,445292,15
0.7898756097876497,739,98830.312,16729.941364271897,0.4922826179726881,4,8,1,Sole,722330,15
0.5212413146218547,639,102874.477,57549.13174984171,0.14896615852691666,4,12,0,Partner,444240,14
0.7465261329479487,683,10140.721,6630.738784959231,0.12744584136691023,4,11,0,LLC,459310,18
0.9961172937445174,766,339228.135,118921.72064116845,0.23771108505315222,4,12,1,Corp,459910,17
0.9537959362519061,717,216270.195,141392.40683994538,0.12746452693461316,4,10,1,LLC,445131,18
1.0573648523931582,704,380387.716,276652.8644509696,0.11458032938224376,4,12,1,LLC,445131,17
0.9801034206661415,624,334312.94,57832.66755869359,0.48172447930734874,5,11,0,LLC,458310,15
1.132194740816335,697,525344.551,262180.5438962398,0.16697925762431534,4,9,1,Corp,445131,22
0.9566801366894426,774,201083.652,116573.38054791004,0.14374611872144447,4,11,1,Corp,459310,17
0.921645405539918,712,107796.367,45693.58578409209,0.19659281339353138,4,12,1,LLC,458210,15
0.7756742018726663,754,53223.998,11492.368917231566,0.38593724223526826,4,12,0,Partner,445110,19
0.8674010148411231,651,177241.092,67267.24974964022,0.2195732849934005,4,8,0,LLC,444240,16
1.199975253125868,675,241553.362,80719.07242919352,0.24937658755916464,4,8,1,Partner,459310,13
1.0161758693104737,778,165919.815,94815.61020084034,0.1458267390856011,4,12,1,Partner,445292,19
0.6137353799300338,832,95600.819,102164.5136323374,0.07797947284647977,3,10,0,Partner,722410,13
0.5414540166056143,712,286885.676,132566.62517756523,0.18034056184687852,4,8,0,Sole,445291,12
0.6864015986882076,655,126836.063,44124.604045937886,0.23954145640973093,4,11,0,Corp,445230,16
0.7246859855394079,642,682698.989,232329.42415792533,0.24487463274559126,4,10,0,Sole,445240,18
0.5413576898966583,625,116892.386,144178.89034505573,0.06756212468658877,4,9,0,Corp,722514,21
0.9958790254468335,728,394790.367,87491.79792115273,0.3760260736629122,4,10,0,LLC,722514,14
0.810056912032511,743,266351.327,119654.68229020503,0.18550000294040841,4,11,0,LLC,722513,16
0.8949952603786294,591,138718.699,66521.89030821787,0.1737757530607224,5,9,1,LLC,722410,12
0.8967110330912166,830,278678.366,250033.32203017088,0.09288040881152786,3,12,1,Corp,459210,14
0.9757736514282636,689,66707.078,17183.839815688385,0.3234971476859042,4,9,1,Sole,722330,22
0.5321104952242144,706,117988.81,107534.94624267725,0.09143447015953556,4,9,0,Sole,458210,15
0.3446995791898599,702,143287.82,72762.74650486662,0.16410391636148636,4,11,0,Corp,722513,9
0.7794955966242674,645,165293.258,191501.72752136667,0.07192853215974145,4,12,1,LLC,459910,13
0.5223445498513483,608,517066.839,266576.895135561,0.16163780146095638,5,10,0,Corp,445320,18
1.0869375317404093,736,133854.321,65048.56458470568,0.17147998301291753,4,11,1,Partner,445131,20
0.8468119913963201,721,567526.3,248807.98556605037,0.19008175411145864,4,8,0,Partner,722511,18
1.1638654659278305,830,64572.542,26891.797810473538,0.20009986705206126,3,9,1,LLC,444140,17
0.3703886793232659,640,57896.641,17986.79687662066,0.26823675813032233,4,9,0,Sole,445131,16
1.005817567880811,633,536366.299,111305.11112012852,0.4015735767523999,4,12,0,Partner,459310,19
0.36872103576499904,645,43290.038,17421.34005285256,0.2070738046397284,4,9,0,Corp,445131,15
0.9083596654794276,717,251678.47,94917.22311299271,0.22096312076435393,4,10,1,Sole,458210,16
0.5766217488538775,645,46177.813,36427.07348640749,0.10563986384383155,4,8,0,Partner,444240,21
0.9229202483703065,735,383896.988,64113.12947302175,0.4989838419933686,4,12,1,Corp,441120,16
0.6495351412285286,639,143461.178,38961.26192390043,0.30684576362073435,4,10,0,Corp,459210,18
0.9368387958377172,640,209548.187,118049.14772369893,0.14792439635005528,4,11,1,Partner,722513,19
0.5553650128029666,708,117752.791,66601.52427842696,0.14733495501261065,4,12,0,Corp,722514,22
0.5663163912920437,844,21671.445,10858.733894701772,0.1663134733305479,3,13,0,Sole,445291,16
0.7406137722005615,750,419971.27,91147.31944861774,0.38396747205563686,4,13,0,Sole,459210,11
1.0703515821050595,756,73318.388,75077.5951329485,0.0813806789608435,4,9,1,Partner,722330,26
0.7666127649582053,715,386367.064,288448.272998794,0.11162228498926723,4,11,0,LLC,441120,13
0.5422687224743329,739,174782.334,89491.32973003168,0.16275537020109987,4,8,0,Corp,458310,19
0.7076971392304436,650,206872.988,45448.47490827236,0.3793178033247671,4,11,0,Sole,458310,17
1.101515815048591,670,157157.575,30707.35737318788,0.42649272694395085,4,10,1,Sole,722511,22
0.7204975923029866,694,251899.557,323617.79815494595,0.06486549834304649,4,11,0,Partner,441120,19
0.9577685201292814,687,267794.413,71001.48342605752,0.3143061244146245,4,12,1,Sole,444240,25
0.5624918119266284,721,365644.58,366541.7472242,0.08312936220066923,4,8,0,Sole,441120,18
